joint1,-0.264036,-0.100000,-18125.979306,0.005000
joint3,-0.634037,0.000000,-6403.775168,0.005000
joint5,0.000000,0.000000,0.000607,0.005000
joint1,-0.263822,-0.100000,-58.353771,0.005000
joint3,-0.631234,0.000000,-35.086982,0.005000
joint5,0.000000,0.000000,-0.000101,0.005000
joint1,-0.262697,-0.100000,42.341196,0.005000
joint3,-0.623356,0.000000,16.443988,0.005000
joint5,-0.000008,0.000000,-0.067650,0.005000
joint1,-0.261321,-0.100000,70.720275,0.005000
joint3,-0.615280,0.000000,19.232286,0.005000
joint5,-0.000002,0.000000,0.045544,0.005000
joint1,-0.260043,-0.100000,60.588529,0.005000
joint3,-0.609869,0.000000,-6.879518,0.005000
joint5,-0.000001,0.000000,0.004399,0.005000
joint1,-0.259499,-0.100000,-19.887621,0.005000
joint3,-0.606383,0.000000,-25.782404,0.005000
joint5,-0.000000,0.000000,0.001686,0.005000
joint1,-0.258925,-0.100000,-16.315980,0.005000
joint3,-0.602117,0.000000,-17.551267,0.005000
joint5,-0.000000,0.000000,0.000712,0.005000
joint1,-0.258138,-0.100000,7.503560,0.005000
joint3,-0.595768,0.000000,3.919111,0.005000
joint5,-0.000001,0.000000,-0.002978,0.005000
joint1,-0.256796,-0.100000,69.202561,0.005000
joint3,-0.588259,0.000000,16.258288,0.005000
joint5,-0.000001,0.000000,-0.001138,0.005000
joint1,-0.255818,-0.100000,29.667611,0.005000
joint3,-0.581354,0.000000,10.916593,0.005000
joint5,-0.000001,0.000000,0.000028,0.005000
joint1,-0.255205,-0.100000,-10.228017,0.005000
joint3,-0.577076,0.000000,-14.927391,0.005000
joint5,-0.000001,0.000000,0.000073,0.005000
joint1,-0.254599,-0.100000,-10.600744,0.005000
joint3,-0.571967,0.000000,-6.104319,0.005000
joint5,-0.000001,0.000000,-0.000885,0.005000
joint1,-0.253729,-0.100000,18.787942,0.005000
joint3,-0.565378,0.000000,9.346301,0.005000
joint5,-0.000001,0.000000,-0.001632,0.005000
joint1,-0.252956,-0.100000,8.612952,0.005000
joint3,-0.559933,0.000000,-1.540726,0.005000
joint5,-0.000001,0.000000,0.000018,0.005000
joint1,-0.252294,-0.100000,-3.314919,0.005000
joint3,-0.554775,0.000000,-3.898015,0.005000
joint5,-0.000001,0.000000,-0.000427,0.005000
joint1,-0.251529,-0.100000,8.318626,0.005000
joint3,-0.548089,0.000000,12.056005,0.005000
joint5,-0.000001,0.000000,-0.000995,0.005000
joint1,-0.250786,-0.100000,6.384415,0.005000
joint3,-0.543285,0.000000,-6.295454,0.005000
joint5,-0.000001,0.000000,-0.000209,0.005000
joint1,-0.250168,-0.100000,-7.146031,0.005000
joint3,-0.538059,0.000000,-1.541552,0.005000
joint5,-0.000001,0.000000,-0.000654,0.005000
joint1,-0.249486,-0.100000,0.366141,0.005000
joint3,-0.532532,0.000000,2.018272,0.005000
joint5,-0.000001,0.000000,-0.000897,0.005000
joint1,-0.248794,-0.100000,1.631619,0.005000
joint3,-0.527691,0.000000,-4.363882,0.005000
joint5,-0.000001,0.000000,-0.000494,0.005000
joint1,-0.248272,-0.100000,-16.631078,0.005000
joint3,-0.522817,0.000000,-3.539555,0.005000
joint5,-0.000001,0.000000,-0.000279,0.005000
joint1,-0.247696,-0.100000,-10.491430,0.005000
joint3,-0.518880,0.000000,-12.522445,0.005000
joint5,-0.000001,0.000000,-0.000538,0.005000
joint1,-0.247124,-0.100000,-10.736702,0.005000
joint3,-0.514458,0.000000,-7.222257,0.005000
joint5,-0.000001,0.000000,-0.000725,0.005000
joint1,-0.246077,-0.100000,42.196093,0.005000
joint3,-0.506106,0.000000,32.909681,0.005000
joint5,-0.000001,0.000000,-0.001946,0.005000
joint1,-0.245316,-0.100000,11.043472,0.005000
joint3,-0.501600,0.000000,-5.100532,0.005000
joint5,-0.000001,0.000000,0.000394,0.005000
joint1,-0.244836,-0.100000,-19.633235,0.005000
joint3,-0.497976,0.000000,-13.561094,0.005000
joint5,-0.000000,0.000000,0.000363,0.005000
joint1,-0.244415,-0.100000,-25.856420,0.005000
joint3,-0.492896,0.000000,1.516033,0.005000
joint5,-0.000001,0.000000,-0.001493,0.005000
joint1,-0.243472,-0.100000,31.911007,0.005000
joint3,-0.487303,0.000000,7.203235,0.005000
joint5,-0.000001,0.000000,-0.001299,0.005000
joint1,-0.242945,-0.100000,-13.403983,0.005000
joint3,-0.483546,0.000000,-10.786172,0.005000
joint5,-0.000001,0.000000,-0.000268,0.005000
joint1,-0.242380,-0.100000,-9.061698,0.005000
joint3,-0.478982,0.000000,-2.260168,0.005000
joint5,-0.000001,0.000000,-0.000011,0.005000
joint1,-0.241707,-0.100000,3.127459,0.005000
joint3,-0.473279,0.000000,9.703672,0.005000
joint5,-0.000001,0.000000,-0.001264,0.005000
joint1,-0.240849,-0.100000,23.983868,0.005000
joint3,-0.467926,0.000000,6.731567,0.005000
joint5,-0.000001,0.000000,-0.001048,0.005000
joint1,-0.240392,-0.100000,-19.881698,0.005000
joint3,-0.464534,0.000000,-12.534837,0.005000
joint5,-0.000001,0.000000,-0.000237,0.005000
joint1,-0.240047,-0.100000,-32.101775,0.005000
joint3,-0.461567,0.000000,-16.478478,0.005000
joint5,-0.000000,0.000000,0.001471,0.005000
joint1,-0.239332,-0.100000,8.970717,0.005000
joint3,-0.456082,0.000000,9.240158,0.005000
joint5,-0.000001,0.000000,-0.002393,0.005000
joint1,-0.238605,-0.100000,10.664836,0.005000
joint3,-0.451305,0.000000,2.640087,0.005000
joint5,-0.000001,0.000000,-0.001164,0.005000
joint1,-0.237870,-0.100000,11.928430,0.005000
joint3,-0.446237,0.000000,6.052706,0.005000
joint5,-0.000001,0.000000,-0.000343,0.005000
joint1,-0.237044,-0.100000,22.319842,0.005000
joint3,-0.439723,0.000000,21.168363,0.005000
joint5,-0.000001,0.000000,-0.000744,0.005000
joint1,-0.236370,-0.100000,5.911485,0.005000
joint3,-0.434561,0.000000,8.162223,0.005000
joint5,-0.000001,0.000000,-0.000320,0.005000
joint1,-0.235968,-0.100000,-23.718388,0.005000
joint3,-0.430830,0.000000,-5.768766,0.005000
joint5,-0.000001,0.000000,-0.000184,0.005000
joint1,-0.235585,-0.100000,-25.659675,0.005000
joint3,-0.426706,0.000000,-1.437965,0.005000
joint5,-0.000001,0.000000,-0.000738,0.005000
joint1,-0.235018,-0.100000,-5.103863,0.005000
joint3,-0.422372,0.000000,1.107193,0.005000
joint5,-0.000001,0.000000,-0.000863,0.005000
