joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.004300,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
joint3,0.000052,0.000000,0.000000,0.005000
joint5,-0.000001,0.000000,-0.000584,0.005000
joint1,0.000009,0.000000,0.000000,0.005000
