0.000000,5.000000,0.000000,-612.856662,-226.695528,-0.000090,0.005000
0.000000,5.000000,0.000000,0.849520,0.766643,-0.001139,0.005000
0.000000,5.000000,0.000000,0.463307,0.465947,0.000864,0.005000
0.000000,5.000000,0.000000,0.427603,0.200495,0.000218,0.005000
0.000000,5.000000,0.000000,0.768618,1.022540,0.003365,0.005000
0.000000,5.000000,0.000000,0.785881,1.136595,-0.003786,0.005000
0.000000,5.000000,0.000000,0.474003,0.564641,0.000193,0.005000
0.000000,5.000000,0.000000,0.389342,0.304567,-0.001135,0.005000
0.000000,5.000000,0.000000,0.737510,1.021453,0.005745,0.005000
0.000000,5.000000,0.000000,0.736199,1.139158,-0.004584,0.005000
0.000000,5.000000,0.000000,0.420486,0.557660,0.036339,0.005000
0.000000,5.000000,0.000000,0.234646,0.171097,-0.052381,0.005000
0.000000,5.000000,0.000000,0.563177,0.816539,0.214050,0.005000
0.000000,5.000000,0.000000,0.631980,1.012195,0.480185,0.005000
0.000000,5.000000,0.000000,0.382764,0.561040,-0.663961,0.005000
0.000000,5.000000,0.000000,0.279866,0.302403,0.418412,0.005000
0.000000,5.000000,0.000000,0.507392,0.759173,0.678352,0.005000
0.000000,5.000000,0.000000,0.689217,1.137504,-0.345751,0.005000
0.000000,5.000000,0.000000,0.347096,0.561397,-0.599112,0.005000
0.000000,5.000000,0.000000,0.272640,0.308484,0.818027,0.005000
0.000000,5.000000,0.000000,0.736331,1.157087,1.019737,0.005000
0.000000,5.000000,0.000000,0.496951,0.847575,-0.249921,0.005000
0.000000,5.000000,0.000000,0.487322,0.839038,-0.853422,0.005000
0.000000,5.000000,0.000000,0.738263,1.342664,-0.183692,0.005000
0.000000,5.000000,0.000000,0.481786,0.909736,0.109875,0.005000
0.000000,5.000000,0.000000,0.376855,0.723644,-0.919310,0.005000
0.000000,5.000000,0.000000,0.621961,1.150666,0.294975,0.005000
0.000000,5.000000,0.000000,0.690226,1.317730,0.683802,0.005000
0.000000,5.000000,0.000000,0.382617,0.838268,-0.536166,0.005000
0.000000,5.000000,0.000000,0.359751,0.749184,0.038019,0.005000
0.000000,5.000000,0.000000,0.615169,1.204290,0.567109,0.005000
0.000000,5.000000,0.000000,0.948830,1.799491,-0.814414,0.005000
